Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes
Cake By The Ocean - Cover,NEW TIK&TOK - BUZZ BEST -,MUSIC LAB JPN,6/7/2023,1103,48.2,1611084670,,,,
Who Told You (feat. Drake),Who Told You (feat. Drake) - Single,J Hus,6/8/2023,1046,46.9,142574143,72496,62,16368063,168658
PLEBADA,PLEBADA,El Alfa,6/8/2023,1260,42.2,148677837,17100,65,254704259,1938875
POLARIS - Remix,POLARIS (Remix),SAIKO,6/8/2023,1749,34.9,238718077,44094,69,62158239,412554
COCO LOCO,COCO LOCO - Single,Maluma,6/8/2023,1977,32.4,173609862,23712,63,74811822,363158
The Autotrem 1.0,The Autotrem 1.0 - Single,DJ RICK 013,6/8/2023,2950,25.7,45821951,10088,63,30710090,461516
SkeeYee,Hood Hottest Princess,Sexyy Red,6/9/2023,1510,37.8,96289114,24566,67,33861736,296191
The Feeling,The Feeling - Single,Lost Frequencies,6/9/2023,1623,36.4,130424397,22830,66,22399278,197819
Dial Drunk,Stick Season (We'll All Be Here Forever),Noah Kahan,6/9/2023,1690,35.5,157881582,23162,67,18883499,172138
Ascend,Ascend - Single,Dezko,6/9/2023,2114,31.3,76305266,31142,66,59140995,748335
Take Two,Take Two,BTS,6/9/2023,3461,23.2,259288333,9472,69,40948018,2324228
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,6/9/2023,3878,21.7,68189858,14429,61,15853723,71513
The Rapture Pt.III,The Rapture Pt.III - Single,&ME,6/9/2023,4016,21.3,34601626,34272,65,,
Looking For The Hoes (Ainï¿½ï¿½ï¿½t My,Hood Hottest Princess,Sexyy Red,6/9/2023,4317,20.2,68965021,11956,70,25701096,259974
Tu hai kahan,Tu hai kahan,AUR,6/10/2023,1472,38.2,218471293,16445,72,218599817,4720491
Danza Kuduro - Cover,YOU&TUBE Over 100 million views,LOVE BGM JPN,6/13/2023,3038,25.2,1648192461,,,,
Raining In Manila,Raining In Manila,Lola Amour,6/14/2023,2633,27.5,136169854,11506,63,117339013,473732
fukumean,fukumean,Gunna,6/15/2023,39,221.1,759998727,188142,80,94699547,1222012
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,6/15/2023,105,150.4,460156070,163449,77,8183226,98257
Orquestra Maldita,Orquestra Maldita,TRASHXRL,6/15/2023,773,55.1,119445482,16844,14,52878314,712327
Lonely At The Top,Work Of Art,Asake,6/15/2023,947,49.4,84655991,13107,69,75076449,510479
On My Mama,On My Mama,Victoria Monï¿½,6/16/2023,582,63.1,119798692,16874,65,57621851,673949
Miracle (Extended),Miracle (with Ellie Goulding) [Remixes],Calvin Harris,6/16/2023,2314,29.8,57151,92,14,57477,1150
Diva Yorgun,Diva Yorgun,Melike ï¿½ï¿½,6/16/2023,2574,27.9,62458329,7526,58,167062542,417472
BOUNCY (K-HOT CHILLI PEPPERS),THE WORLD EP.2 : OUTLAW,ATEEZ,6/16/2023,3024,25.3,95981326,10042,66,143134654,1478912
We Don't Fight Anymore (feat. Chris Stapleton),We Don't Fight Anymore,Carly Pearce,6/16/2023,3171,24.5,48751057,4008,67,10591144,107010
Attention,Attention,Doja Cat,6/16/2023,3239,24.2,124343335,25076,59,38371589,948608
back to the moon,a Gift & a Curse,Gunna,6/16/2023,3373,23.6,65374827,33151,63,30059409,305484
Paradise,Paradise,Sophie and the Giants,6/16/2023,4112,21,31823450,7077,60,3419656,26067
Yankee 150,Yankee 150 - Single,Yandel,6/16/2023,4189,20.7,126879048,19994,63,26943448,151763
ıııııııııı ıııı ıııııııııııı ıııııııııııııı,ıııııııııı ıııı ıııııııııııı ıııııııııııııı,Eslam Kabonga,6/16/2023,4407,19.9,13608243,23,,,
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,6/18/2023,3636,22.5,8388731,1929,55,7936486,153016
ıııııııııııııııııı - ıııı ıııııııı ıııııııı ıııııı,ıııııııııııııııııı (ıııı ıııııııı ıııııııı ıııııı),Ahmed Saad,6/20/2023,2781,26.6,20588020,3465,58,179178650,649493
Rauw Alejandro: Bzrp Music Sessions Vol. 56,Rauw Alejandro: Bzrp Music Sessions Vol. 56 - Single,Bizarrap,6/21/2023,3025,25.2,170834610,35849,65,7206357,63881
penjaga hati,penjaga hati,Nadhif Basalamah,6/21/2023,3304,23.9,252681087,11425,76,99627762,516029
Endless Fashion (feat. Nicki Minaj),Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,6/21/2023,4387,20,68598656,27448,59,11390626,162262
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,6/22/2023,136,129.4,1378494,351,34,1022331,22739
LADY GAGA,LADY GAGA,Peso Pluma,6/22/2023,212,105.2,684204777,48370,78,362779953,1617493
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,6/22/2023,408,75.6,253464894,22779,76,191499043,634671
Chulo pt.2,Chulopt2,Bad Gyal,6/22/2023,438,73.6,318567928,42351,69,313180496,1792729
Sabor Fresa,Sabor Fresa,Fuerza Regida,6/22/2023,668,58.9,502536183,37578,77,151406654,886902
RUBICON,Gï¿½ï¿½N,Peso Pluma,6/22/2023,844,52.9,246224964,23436,73,147798315,492303
"Naa Ready (From ""Leo"")","Naa Ready (From ""Leo"")",Anirudh Ravichander,6/22/2023,1058,46.7,142430643,6611,64,347065741,4171813
CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,6/22/2023,1094,45.8,251442618,19913,71,209201810,958198
LAGUNAS,LAGUNAS,Peso Pluma,6/22/2023,1339,40.6,301396080,23886,74,85636375,455525
LUNA,LUNA,Peso Pluma,6/22/2023,1620,36.4,266623831,21962,73,113286216,645754
Mahiye Jinna Sohna,Mahiye Jinna Sohna,Darshan Raval,6/22/2023,1823,34.1,208410725,14238,66,117750348,1330374
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/22/2023,1964,32.5,470358238,7198,51,,
LA PEOPLE,LA PEOPLE,Peso Pluma,6/22/2023,2143,31.1,261311116,21917,75,73174350,286276
Drifting,Drifting,Tiï¿½ï¿,6/22/2023,4345,20.1,101903591,22437,72,16541095,130658
Zarzour,Zarzour,Lartiste,6/22/2023,4457,19.7,31038318,9392,57,100634134,570025
CARNAL,CARNAL,Peso Pluma,6/22/2023,4508,19.6,148341816,16108,69,52338032,196543
Lose Control,Lose Control,Teddy Swims,6/23/2023,38,224.1,775135157,88239,87,139180960,1504385
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/23/2023,630,60.6,470659154,53386,71,143805714,2019310
BABY HELLO,BABY HELLO - Single,Rauw Alejandro,6/23/2023,1105,45.3,268383799,47936,68,69047745,591951
Oh U Went (feat. Drake),BUSINESS IS BUSINESS,Young Thug,6/23/2023,1347,40.5,112624663,43943,64,23464236,338591
Thang For You (feat. No Cap),Thang For You (feat. No Cap),Rylo Rodriguez,6/23/2023,1860,33.7,34566972,14562,54,63064761,306628
YUM YUM (Slowed),YUM YUM,LXNGVX,6/23/2023,2450,28.8,52295701,10792,64,82604684,950767
Novidade na ï¿½ï¿,Novidade na ï¿½ï¿,Mc Livinho,6/23/2023,2794,26.6,191234818,26907,64,67753459,593702
Doomsday,Doomsday,Juice WRLD,6/23/2023,3019,25.3,78001581,40820,60,,
Summer Too Hot,Summer Too Hot,Chris Brown,6/23/2023,3047,25.1,41255598,13071,51,24244922,367061
stellar,stellar,.diedlonely,6/23/2023,3742,22.1,44235866,6022,66,5698615,142632
Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Halodayï¿,6/23/2023,4295,20.3,110759507,16068,27,4697020,13304
Mama's Boy,Mama's Boy,Dominic Fike,6/23/2023,4535,19.5,122999909,24570,69,16644597,357403
Cabaï¿½,Cabaï¿½,El Jordan 23,6/24/2023,1646,36,179452105,24120,72,153398992,769149
Check It Out,Check It Out,Parmish Verma,6/27/2023,4341,20.2,99237146,7075,67,113013875,1174863
TULUM,TULUM,Peso Pluma,6/28/2023,328,84.6,390182196,36912,74,253468644,1103093
Ni Una Ni Dos,Ni Una Ni Dos,BM,6/28/2023,1743,34.9,139873877,17771,65,177205271,711929
We Didnï¿½ï¿½ï¿½t Start Th,We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,6/28/2023,2464,28.7,52240739,18224,59,19520315,328759
MOJABI GHOST,DATA,Tainy,6/29/2023,1188,43.5,368429447,46625,75,74049864,676666
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,6/29/2023,2943,25.7,222975612,22763,67,22571591,343660
Moletom,MOLETOM - Single,Luan Pereira,6/29/2023,3004,25.4,139669652,9634,39,138602281,827735
Pakistan,Pakistan,D-Block Europe,6/29/2023,3594,22.7,43844757,25855,56,15389226,98631
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,6/29/2023,3774,22,4527224,392,,179686266,2633829
Copa Vacï¿½,Copa Vacï¿½ï¿½a - Si,Shakira,6/29/2023,4040,21.2,147537573,17322,63,13918496,120215
vampire,vampire,Olivia Rodrigo,6/30/2023,138,128.9,998964097,90793,18,113450524,2108657
vampire,vampire,Olivia Rodrigo,6/30/2023,781,54.8,997536616,5268,1,,
Cynical,Cynical,twocolors,6/30/2023,1363,40.2,112737954,20339,41,37013758,255685
Mi Bello Angel,Nata Montana,Natanael Cano,6/30/2023,1421,39.1,349522530,23359,76,146063277,734128
Flooded The Face,Pink Tape,Lil Uzi Vert,6/30/2023,1885,33.4,125102655,54044,66,7154684,115132
Mas Altas Que Bajadas,Nata Montana,Natanael Cano,6/30/2023,2288,29.9,157476564,15069,71,140916381,774193
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,6/30/2023,2677,27.2,123627077,39465,71,,
Car Keys (Ayla),Car Keys (Ayla),Alok,6/30/2023,3176,24.5,107592134,16131,69,8821525,79472
Aye (feat. Travis Scott),Pink Tape,Lil Uzi Vert,6/30/2023,3204,24.3,73140012,38585,62,4645872,99384
Raja Ji,Raja Ji,Pawan Singh,6/30/2023,3581,22.7,27244358,456,61,175350809,995898
Have You Ever Seen The Rain,Chronicle: The 20 Greatest Hits (Remastered 2023 / Hi Res),Creedence Clearwater Revival,6/30/2023,4196,20.6,,,,,
Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),Yaar Ka Sataya Hua Hai,B Praak,7/3/2023,4060,21.1,45306335,1868,54,147259041,1596909
ATORRANTE - con Los Palmeras,ATORRANTE - con Los Palmeras,Emanero,7/5/2023,2280,30,65617109,7487,61,189591521,578345
Khalasi | Coke Studio Bharat,Khalasi | Coke Studio Bharat,Aditya Gadhvi,7/5/2023,2995,25.4,45526343,6003,59,159627251,2001280
Casanova,Casanova,Soolking,7/6/2023,649,59.5,191488217,46669,72,205292316,1160425
"Kaavaalaa (From ""Jailer"")","Kaavaalaa (From ""Jailer"")",Shilpa Rao,7/6/2023,1373,40,94518210,5151,61,280887419,2258912
Columbia,Columbia,Quevedo,7/7/2023,209,105.5,721002940,84161,79,266411536,1343262
Super Shy,NewJeans 'Super Shy',NewJeans,7/7/2023,298,88.4,547471596,48103,77,202977396,2705714
La Morocha,La Morocha,Luck Ra,7/7/2023,710,57.5,161280933,17882,66,289561672,967949
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,7/7/2023,1051,46.8,210195998,10723,65,291263121,1409361
DILUVIO,PLAYA SATURNO,Rauw Alejandro,7/7/2023,1078,46,310562790,33458,79,113130284,482647
ııııııııııııııı,ııııııııııııııı,Tatsuya Kitani,7/7/2023,1669,35.7,173018759,22899,69,135234952,601338
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The,Speak Now (Taylor's Version),Taylor Swift,7/7/2023,2673,27.3,247056218,19231,69,41065721,1260603
New Jeans,NewJeans 'Super Shy',NewJeans,7/7/2023,2840,26.3,253890110,22593,73,32342210,1238077
Asking,Asking (feat. Clementine Douglas),Sonny Fodera,7/7/2023,3117,24.7,86564714,20203,71,7626020,64694
Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,7/7/2023,3842,21.8,285889664,23393,75,,
Do It Like That,Do It Like That,TOMORROW X TOGETHER,7/7/2023,4031,21.2,102643968,11419,59,64931319,1474575
Fine Day Anthem,Fine Day Anthem,Skrillex,7/7/2023,4190,20.7,50471076,29417,65,6874694,138715
Besito,Besito,Soy Pau,7/8/2023,3838,21.8,6220250,458,50,114811395,851776
So Fine,So Fine,Realest Cram,7/8/2023,3996,21.3,52265945,3957,62,39586218,99471
ıııııııııııııııııı ıııııı ıııııı ıııııııııııııııııı,ıııııııııııııııııı ıııııı ıııııı ıııııııııııııııııı,Md Faisal Ahmed,7/9/2023,1731,35.1,2274,,,298368336,1953917
Guli Mata,Guli Mata,Saad Lamjarred,7/12/2023,734,56.6,75152048,8540,62,386890237,4145747
"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")","What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,7/12/2023,1005,47.9,159909273,7624,64,329088407,1435514
I LOVE YOU HOE (w/ 9lives),3x3,Odetari,7/12/2023,2028,32,160320384,29292,64,27712131,449186
Wasted Summers,Wasted Summers,juju<3,7/12/2023,3307,23.9,145323071,25526,73,3663144,87691
"What Was I Made For? [From The Motion Picture ""Barbie""]","What Was I Made For? (From The Motion Picture ""Barbie"")",Billie Eilish,7/13/2023,69,177.6,891720245,114560,82,144741616,2761964
Endless Summer,Endless Summer,Alan Walker,7/13/2023,1040,47,28340672,7147,55,6667293,144046
Rush,Rush,Troye Sivan,7/13/2023,1109,45.2,299291405,45754,28,59684881,1156874
Ballena,Ballena,Vulgo FK,7/13/2023,1354,40.3,174583156,28303,66,160585664,1054820
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,156,122.4,1673557134,54950,80,397523735,10125293
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,389,77.4,1673557134,15863,72,,
Anabella,Anabella,Khaid,7/14/2023,536,66.3,14645123,2424,52,28065515,194782
S91,S91,KAROL G,7/14/2023,840,53,240161044,22270,64,164645464,1308408
Turn Yo Clic Up (feat. Future),Turn Yo Clic Up (feat. Future),Quavo,7/14/2023,1593,36.7,70868414,32989,57,44841616,419069
ıııııııııııı,ıııııııııııı,ANNA ASTI,7/14/2023,1922,33,17080355,5909,53,203425864,773896
Enjoy,Enjoy,Jux,7/14/2023,2127,31.2,7403756,2938,19,13523535,99905
Save Me The Trouble,Save Me The Trouble Heartbreak On The Map Bigger Houses,Dan + Shay,7/14/2023,3616,22.6,28945482,3303,52,,
Overdrive,Overdrive,Post Malone,7/14/2023,3669,22.4,130236751,27992,63,9721972,104453
Do not touch,Do not touch,MISAMO,7/14/2023,3828,21.8,65157999,8260,57,117612168,1609669
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,7/15/2023,3717,22.2,9015,4,6,,
"Hukum - Thalaivar Alappara (From ""Jailer"")","Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,7/17/2023,2030,32,143053873,6149,61,199585965,1829386
ıı ıııııııııı,ıı ıııııııııı - Single,A.V.G,7/17/2023,3593,22.7,10694922,5363,50,120681039,653249
K-POP,K-POP (Chopped & Screwed),Travis Scott,7/18/2023,917,50.5,285481590,62715,68,40688228,817018
Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),Noah Kahan,7/18/2023,1533,37.5,276026602,37445,79,2065849,27184
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,7/18/2023,2495,28.5,97050082,6294,68,159263795,1268052
Faz um Vuk Vuk (Teto Espelhado),Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,7/20/2023,1145,44.4,222879686,26854,68,183254308,938331
500lbs,500lbs,Lil Tecca,7/21/2023,349,82.1,350584176,79228,68,32342535,452857
White Horse,White Horse,Chris Stapleton,7/21/2023,711,57.5,155443055,28835,68,38442511,291339
Ojitos Rojos,Ojitos Rojos - Single,Grupo Frontera,7/21/2023,712,57.5,221287566,20975,70,291073034,1012209
ETA,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,1038,47.1,234215735,20419,74,189170317,1734442
Toca o Trompete,Cadï¿½ï¿½ o After? P,Felipe Amorim,7/21/2023,1087,45.9,166784328,15122,66,196927226,943630
Dance The Night,Barbie The Album,Dua Lipa,7/21/2023,1652,36,860026452,19743,67,51745,411
When It Comes To You,When It Comes To You,Fridayy,7/21/2023,1884,33.4,36398813,7606,62,51105810,440385
wiggy,wiggy,Young Miko,7/21/2023,1962,32.5,135841710,22636,61,53263040,755107
Ngozi,Trench to Triumph,Crayon,7/21/2023,2928,25.8,48581084,11373,65,35448614,206819
Heartbroken (feat. Jessie Murph & Polo G),Heartbroken (feat. Jessie Murph & Polo G),Diplo,7/21/2023,3150,24.6,90619651,18945,64,22682156,238539
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,3425,23.4,165916276,17423,70,52705822,887461
ASAP,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,4133,20.9,112730335,14089,67,60693447,1433258
Iï¿½ï¿½ï¿½m Ju,Barbie The Album,Ryan Gosling,7/21/2023,4124,20.9,126219979,18525,60,28725678,608921
Would You (go to bed with me?),Would You (go to bed with me?),Campbell,7/21/2023,4405,19.9,73821370,23298,71,12303071,190206
Chakalitos,Chakalitos,Angi Fire,7/22/2023,2229,30.3,14137400,1570,10,221422238,1754240
24/7 365,24/7 365,elijah woods,7/24/2023,2359,29.4,91124161,12758,71,31715988,242939
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal,7/25/2023,534,66.4,296399608,19549,74,387713750,3452796
Mentiras | CROSSOVER #3,Mentiras | CROSSOVER #3,Big One,7/25/2023,2051,31.8,99865431,12217,64,169676605,490029
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,7/26/2023,1503,37.8,199444237,31285,72,26054503,411659
On The Radar Freestyle,On The Radar Freestyle,Drake,7/26/2023,2894,25.9,86155124,34804,62,17603372,566251
Paint It Black,Forty Licks,The Rolling Stones,7/26/2023,3911,21.6,1196773729,28,,,
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,7/27/2023,270,94.3,347647880,106908,74,30685665,405870
Baddadan (feat. IRAH Flowdan Trigga & Takura),Baddadan (feat. IRAH Flowdan Trigga & Takura),Chase & Status,7/27/2023,953,49.3,118804209,57036,71,16072797,207183
Te Lo Agradezco,Te Lo Agradezco,Kany Garcï¿½,7/27/2023,1258,42.2,169162533,9016,73,210403837,848450
Mahiye Jinna Sohna Slowed + Reverb,Mahiye Jinna Sohna Lofi Remix,Darshan Raval,7/27/2023,1502,37.9,1843453,311,35,1914601,25616
Coal,Coal,Dylan Gossett,7/27/2023,1661,35.9,170200281,40016,2,17596251,205907
Gulabi Sharara,Gulabi Sharara,Inder Arya,7/27/2023,2122,31.2,17389541,1613,53,219300210,1776778
In Your Love,In Your Love,Tyler Childers,7/27/2023,3305,23.9,86069322,17650,60,15451799,202322
Water,Water,Tyla,7/28/2023,33,234.6,670376179,98450,83,265180930,2566846
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,7/28/2023,94,158.2,275349653,37806,70,347506860,1553295
I KNOW ?,UTOPIA,Travis Scott,7/28/2023,121,139.5,532605345,128534,81,97958347,1237197
FE!N,UTOPIA,Travis Scott,7/28/2023,124,137.8,659010786,129923,86,125203447,1990342
MY EYES,UTOPIA,Travis Scott,7/28/2023,281,91.9,403132906,103255,78,42319491,564712
TELEKINESIS,UTOPIA,Travis Scott,7/28/2023,512,68.1,313693195,92838,75,31625039,372407
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,7/28/2023,561,64.2,226519256,43558,75,51312470,504978
Holanda,Holanda,Jhayco,7/28/2023,651,59.5,320174752,51073,73,104188558,465006
Back On 74,Back On 74,Jungle,7/28/2023,702,57.8,212122034,61462,80,49794673,997193
TOPIA TWINS,UTOPIA,Travis Scott,7/28/2023,898,50.9,196369387,70723,74,26280803,447983
THANK GOD,UTOPIA,Travis Scott,7/28/2023,1440,38.8,159483318,53828,68,22293256,275511
TIL FURTHER NOTICE,UTOPIA,Travis Scott,7/28/2023,1451,38.5,133152051,55843,71,10008757,138349
HYAENA,UTOPIA,Travis Scott,7/28/2023,1468,38.2,137071285,47247,68,16951175,234706
SKITZO,UTOPIA,Travis Scott,7/28/2023,1513,37.8,97901897,49313,66,12456826,187457
Flowers,NOW That's What I Call Music! 115,Miley Cyrus,7/28/2023,1625,36.4,2010422639,7,,,
DNA (Loving You) [feat. Hannah Boleyn],DNA (Loving You) [feat. Hannah Boleyn] - Single,Billy Gillies,7/28/2023,1792,34.4,71722674,15522,68,25459927,162133
Pacto (feat. Bryant Myers & Dei V) - Remix,Pacto (Remix) [feat. Bryant Myers & Dei V],Jay Wheeler,7/28/2023,1829,34,112634428,23871,64,116848094,896215
GOD'S COUNTRY,UTOPIA,Travis Scott,7/28/2023,2455,28.8,96802469,34681,64,10285324,247844
SIRENS,UTOPIA,Travis Scott,7/28/2023,2449,28.8,102510409,39218,65,22490105,254512
JEALOUSY (feat. Cardi B),JEALOUSY (feat. Cardi B),Offset,7/28/2023,2907,25.9,58058696,20289,56,31124272,674922
Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),Marnik,7/28/2023,2919,25.8,136709117,28764,73,5623146,62157
MODERN JAM,UTOPIA,Travis Scott,7/28/2023,3023,25.3,104724143,33500,65,19688739,200663
Enough Is Enough,AUSTIN,Post Malone,7/28/2023,3326,23.8,106740885,16395,66,4758436,46227
CIRCUS MAXIMUS,UTOPIA,Travis Scott,7/28/2023,3366,23.6,90921914,34656,64,4568866,49813
LOST FOREVER,UTOPIA,Travis Scott,7/28/2023,3683,22.3,66878719,33290,62,2866171,33960
Lihim,Lihim,Arthur Miguel,7/28/2023,3849,21.7,68411628,4215,65,19337973,108046
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,7/28/2023,3919,21.6,72380469,32141,63,2630153,52698
"Dawai (From ""Air Mata Di Ujung Sajadah"")","Dawai (From ""Air Mata Di Ujung Sajadah"") - Single",Fadhilah Intan,7/30/2023,4528,19.6,36975805,2385,,87923967,442748
Janze,Janze,Xamdam Sobirov,7/31/2023,899,50.9,344691,77,30,334194426,866855
CAKE,KILL MY DOUBT,ITZY,7/31/2023,2981,25.5,73213687,7423,62,132379481,1601412
Admirin' You (feat. Preston Pablo),Admirin' You (feat. Preston Pablo),Karan Aujla,8/1/2023,2760,26.7,97989585,11146,63,102363097,1045313
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,8/3/2023,171,115.9,474590289,24891,78,577930708,1569516
Tï¿½ï¿½ OK (Re,Tï¿½ï¿½ OK (Remix) (feat. MC Kevin o Ch,DENNIS,8/3/2023,2775,26.7,112629182,13995,68,45525215,604580
Paint The Town Red,Paint The Town Red,Doja Cat,8/3/2023,3678,22.4,1065399331,3719,52,,
Paint The Town Red,Paint The Town Red,Doja Cat,8/4/2023,21,290.5,1065399331,170890,78,240970670,2749668
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,8/4/2023,198,107.8,361517395,119783,80,37192341,491577
Good Good,Good Good,USHER,8/4/2023,326,84.7,53825007,14742,59,83224436,607267
How We Roll,How We Roll,Ciara,8/4/2023,684,58.3,36007719,11757,53,66350451,833138
Petit gï¿½ï¿,Petit gï¿½ï¿,Jungeli,8/4/2023,797,54.3,159181956,29011,74,159092284,820029
Basit Numaralar,Basit Numaralar,Zerrin ï¿½ï¿,8/4/2023,1299,41.3,57370965,7149,58,215435066,698761
Le Monde,Talk to Me (Original Soundtrack),Richard Carter,8/4/2023,1568,37,84141101,23465,62,1453321,28558
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,8/4/2023,2967,25.6,96105220,17341,60,40245884,594327
Bent,Bent,41,8/4/2023,3169,24.5,104897425,27545,64,13379053,149424
Feather - Sped Up,Feather (Sped Up),Sabrina Carpenter,8/4/2023,3236,24.2,22007314,2582,54,,
ERE,ERE,juan karlos,8/4/2023,3626,22.5,117290821,8229,62,79061420,533194
One in a Million,One in a Million,Bebe Rexha,8/4/2023,3734,22.2,109868838,17147,70,6256696,55646
Mama (with Skilla Baby & Tay B),Mama (with Skilla Baby & Tay B),Rob49,8/4/2023,4240,20.5,15885603,5781,53,9303252,103569
Akher Yawm,Akher Yawm - Single,Ghaliaa,8/7/2023,2109,31.4,447624,133,29,20172,453
Fast Forward,GAME PLAN,JEON SOMI,8/7/2023,2556,28,88499180,9715,59,134376601,256505
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,128,136.2,438796949,23959,78,509727241,2202866
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,160,120.7,850810162,56104,82,258553384,1174349
X ESO BB,X ESO BB,Jere Klein,8/10/2023,1484,38,124155654,18514,66,172727223,201753
OKI DOKI,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,1557,37.2,221406245,13588,72,104090438,446840
bigger thï¿½ï¿½n everyt,bigger thï¿½ï¿½n everyt,Yeat,8/10/2023,2832,26.3,48790265,26044,59,11963045,259674
UNA NOCHE EN MEDELLï¿½ï¿½N - R,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,2959,25.6,192439879,16960,73,53961405,347263
DISPO,DISPO,KAROL G,8/10/2023,3952,21.5,113567783,11700,68,70427226,409549
Prada,Prada,cassï¿,8/11/2023,100,152.5,609699748,128498,83,47611547,418343
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/2023,312,86.5,214598468,66613,74,145094088,2568642
bad idea right?,bad idea right?,Olivia Rodrigo,8/11/2023,1012,47.7,433515672,37313,12,37971085,871048
adore u,adore u,Fred again..,8/11/2023,1141,44.5,129427492,44672,71,10933079,80021
The Painter,The Painter - Single,Cody Johnson,8/11/2023,1298,41.3,107754524,16004,66,11577220,74756
Love Me Again,Layover,V,8/11/2023,1402,39.5,626153696,13455,82,95442324,4491977
Fï¿½ï¿½S,Fï¿½ï¿½S,Britney Manson,8/11/2023,1808,34.2,140756753,20909,36,60902734,885239
With You,With You,AP Dhillon,8/11/2023,2025,32,159980783,17289,68,118381181,1270496
Gangsta's Paradise (feat. L.V.),...And You Don't Stop - A Celebration of 50 Years of Hip Hop,Coolio,8/11/2023,2128,31.2,1666699743,7,13,,
Tacata,Tacata,Tiagz,8/11/2023,2172,30.8,39715603,13502,60,84439011,951441
Atmosphere,Atmosphere,FISHER,8/11/2023,2278,30,105178211,40300,70,329644,6449
Not Even Ghosts Are This Empty,I No Longer Fear The Razor Guarding My Heel (V) - Single,$uicideboy$,8/11/2023,3216,24.3,73979851,22621,67,50747796,693723
bad idea right?,bad idea right?,Olivia Rodrigo,8/11/2023,3413,23.5,432831676,2667,,,
